fid,MC_ID,MC_name,C_ID,C_name,SCP_UID,layer,path,_count,_sum,_mean
,"1",Bosque antiguo,"11",Bosque antiguo 11,20231027_155228446097_568,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,3.000000000000000,0.750000000000000
,"1",Bosque antiguo,"12",Bosque antiguo 12,20231027_155257603493_143,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,3.000000000000000,2.000000000000000,0.666666666666667
,"1",Bosque antiguo,"13",Bosque antiguo 13,20231027_155421003748_956,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,5.000000000000000,3.000000000000000,0.600000000000000
,"1",Bosque antiguo,"14",Bosque antiguo 14,20231027_155455290918_821,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,2.000000000000000,0.333333333333333
,"1",Bosque antiguo,"15",Bosque antiguo 15,20231027_155548261680_955,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,4.000000000000000,0.666666666666667
,"2",Suelo,"1",Suelo 1,20231027_155639318683_216,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,3.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"2",Suelo 2,20231027_155703967833_587,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,8.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"3",Suelo 3,20231027_155724223114_203,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"4",Suelo 4,20231027_155803387824_707,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,11.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"5",Suelo 5,20231027_155858313919_163,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"6",Suelo 6,20231027_155926285966_357,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,7.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"7",Suelo 7,20231027_155944319172_263,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,12.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"8",Suelo 8,20231027_160008111425_165,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,14.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"9",Suelo 9,20231027_160033201737_450,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,10.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"10",Suelo 10,20231027_160111634489_486,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,11.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"11",Suelo 11,20231027_160147953105_901,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,7.000000000000000,0.000000000000000,0.000000000000000
,"1",Bosque antiguo,"16",Bosque antiguo 16,20231027_160250438415_741,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,7.000000000000000,0.000000000000000,0.000000000000000
,"1",Bosque antiguo,"17",Bosque antiguo 17,20231027_160314450747_535,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,13.000000000000000,4.000000000000000,0.307692307692308
,"2",Suelo,"12",Suelo 12,20231027_160345078708_244,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,0.000000000000000,0.000000000000000
,"1",Bosque antiguo,"18",Bosque antiguo 18,20231027_160509290983_597,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,10.000000000000000,2.000000000000000,0.200000000000000
,"2",Suelo,"13",Suelo 13,20231027_160540034187_822,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,12.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"14",Suelo 14,20231027_160603442443_372,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,5.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"15",Suelo 15,20231027_160719236185_125,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,7.000000000000000,0.000000000000000,0.000000000000000
,"1",Bosque antiguo,"19",Bosque antiguo 19,20231027_160816316648_795,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,1.000000000000000,0.250000000000000
,"1",Bosque antiguo,"20",Bosque antiguo 20,20231027_160912370642_632,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,8.000000000000000,4.000000000000000,0.500000000000000
,"3",Agua,"1",Agua 1,20231027_161153534229_471,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,10.000000000000000,0.000000000000000,0.000000000000000
,"3",Agua,"2",Agua 2,20231027_161209660508_412,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,188.000000000000000,0.000000000000000,0.000000000000000
,"3",Agua,"3",Agua 3,20231027_161224888072_995,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,5.000000000000000,0.000000000000000,0.000000000000000
,"3",Agua,"4",Agua 4,20231027_161243174840_229,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,0.000000000000000,0.000000000000000
,"3",Agua,"5",Agua 5,20231027_161302336079_509,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,3.000000000000000,0.000000000000000,0.000000000000000
,"3",Agua,"6",Agua 6,20231027_161323892046_331,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,17.000000000000000,0.000000000000000,0.000000000000000
,"3",Agua,"7",Agua 6,20231027_161343395287_290,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,7.000000000000000,0.000000000000000,0.000000000000000
,"3",Agua,"8",Agua 8,20231027_161417716972_674,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,0.000000000000000,0.000000000000000
,"3",Agua,"9",Agua 9,20231027_161440143761_744,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,7.000000000000000,0.000000000000000,0.000000000000000
,"3",Agua,"10",Agua 10,20231027_161504540049_383,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"1",Camino 1,20231027_161558086183_589,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,3.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"2",Camino 2,20231027_161639588525_725,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,2.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"3",Camino 3,20231027_161706275773_223,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,15.000000000000000,1.000000000000000,0.066666666666667
,"4",Camino,"4",Camino 4,20231027_161741498144_372,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,11.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"5",Camino 5,20231027_161805210328_900,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,15.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"16",Suelo 16,20231027_162234242884_752,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"17",Suelo 17,20231027_162301087382_670,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,10.000000000000000,1.000000000000000,0.100000000000000
,"2",Suelo,"18",Suelo 18,20231027_162324137631_520,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,10.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"19",Suelo 19,20231027_162344832287_299,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"20",Suelo 20,20231027_162419299818_584,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,27.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"21",Suelo 21,20231027_163124583835_432,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"22",Suelo 22,20231027_163158714547_357,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,7.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"23",Suelo 23,20231027_163228730027_970,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,10.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"24",Suelo 24,20231027_164153644543_272,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,8.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"25",Suelo 25,20231027_164249015552_524,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,8.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"26",Suelo 26,20231027_164324658307_445,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,7.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"27",Suelo 27,20231027_164529290658_266,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,3.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"28",Suelo 28,20231027_164559296314_153,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,10.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"29",Suelo 29,20231027_164632086750_438,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,8.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"30",Suelo 30,20231027_164813672180_846,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,8.000000000000000,0.000000000000000,0.000000000000000
,"1",Bosque antiguo,"21",Bosque antiguo 21,20231027_165337790127_510,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,21.000000000000000,1.000000000000000,0.047619047619048
,"2",Suelo,"31",Suelo 31,20231027_165727670289_766,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,5.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"6",Camino 6,20231027_170009102049_302,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,18.000000000000000,2.000000000000000,0.111111111111111
,"2",Suelo,"32",Suelo 32,20231027_170252844700_223,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,9.000000000000000,2.000000000000000,0.222222222222222
,"4",Camino,"7",Camino 7,20231027_170701523687_356,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,23.750000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"8",Camino 8,20231027_170727408417_642,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,5.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"9",Camino 9,20231027_170754403682_656,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,19.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"10",Camino 10,20231027_170858417565_456,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,15.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"33",Suelo 33,20231027_170939851883_773,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,13.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"11",Camino 11,20231027_171504859380_559,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,3.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"12",Camino 12,20231027_171618454101_685,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,2.000000000000000,1.000000000000000,0.500000000000000
,"4",Camino,"13",Camino 13,20231027_171823989898_195,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,1.000000000000000,0.166666666666667
,"4",Camino,"14",Camino 14,20231027_171944383264_922,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,24.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"15",Camino 15,20231027_172052852281_867,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,0.000000000000000,0.000000000000000
,"1",Bosque antiguo,"22",Bosque antiguo 22,20231027_172207975964_397,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,3.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"34",Suelo 34,20231027_172311270788_952,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,1.000000000000000,0.250000000000000
,"4",Camino,"16",Camino 16,20231027_172447349442_542,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,5.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"35",Suelo 35,20231027_172535145215_957,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,7.000000000000000,0.000000000000000,0.000000000000000
,"4",Camino,"17",Camino 17,20231027_172617511648_836,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,19.750000000000000,0.000000000000000,0.000000000000000
,"1",Bosque antiguo,"1",Bosque antiguo 1,20231027_154357726506_772,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,13.000000000000000,7.000000000000000,0.538461538461538
,"1",Bosque antiguo,"2",Bosque antiguo 2,20231027_154440302807_457,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,3.000000000000000,0.750000000000000
,"1",Bosque antiguo,"3",Bosque antiguo 3,20231027_154541604902_421,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,4.000000000000000,0.666666666666667
,"1",Bosque antiguo,"4",Bosque antiguo 4,20231027_154601435623_104,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,8.000000000000000,6.000000000000000,0.750000000000000
,"1",Bosque antiguo,"5",Bosque antiguo 5,20231027_154642073819_261,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,5.000000000000000,5.000000000000000,1.000000000000000
,"1",Bosque antiguo,"6",Bosque antiguo 6,20231027_154715010722_851,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,9.000000000000000,9.000000000000000,1.000000000000000
,"1",Bosque antiguo,"7",Bosque antiguo 7,20231027_154832910864_588,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,11.000000000000000,8.000000000000000,0.727272727272727
,"1",Bosque antiguo,"8",Bosque antiguo 8,20231027_155042157557_886,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,3.000000000000000,0.750000000000000
,"1",Bosque antiguo,"9",Bosque antiguo 9,20231027_155109476436_545,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,11.000000000000000,6.000000000000000,0.545454545454545
,"1",Bosque antiguo,"10",Bosque antiguo 10,20231027_155156085662_558,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,7.000000000000000,6.000000000000000,0.857142857142857
,"1",Bosque antiguo,"11",Bosque antiguo 11,20231027_155228446097_568,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,4.000000000000000,3.000000000000000,0.750000000000000
,"1",Bosque antiguo,"12",Bosque antiguo 12,20231027_155257603493_143,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,3.000000000000000,2.000000000000000,0.666666666666667
,"1",Bosque antiguo,"13",Bosque antiguo 13,20231027_155421003748_956,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,5.000000000000000,3.000000000000000,0.600000000000000
,"1",Bosque antiguo,"14",Bosque antiguo 14,20231027_155455290918_821,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,2.000000000000000,0.333333333333333
,"1",Bosque antiguo,"15",Bosque antiguo 15,20231027_155548261680_955,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,4.000000000000000,0.666666666666667
,"2",Suelo,"1",Suelo 1,20231027_155639318683_216,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,3.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"2",Suelo 2,20231027_155703967833_587,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,8.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"3",Suelo 3,20231027_155724223114_203,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,6.000000000000000,0.000000000000000,0.000000000000000
,"2",Suelo,"4",Suelo 4,20231027_155803387824_707,training_input_ir_surviejo,/Volumes/UNIVERSIDAD/TESIS/CLASIFICACION/Clasificacion_SCP/SUR VIEJO/training/shape/training_input_ir.shp,11.000000000000000,0.000000000000000,0.000000000000000
